Date,Price,Open,High,Low,Vol.,Change %
10/28/2015,2084.50,"2,062.00","2,085.25","2,055.50",1.89M,1.16%
10/29/2015,2083.00,"2,081.00","2,086.50","2,073.25",1.41M,-0.07%
10/30/2015,2073.75,"2,084.75","2,094.75","2,069.75",1.75M,-0.44%
11/2/2015,2095.50,"2,073.00","2,100.00","2,064.25",1.28M,1.05%
11/3/2015,2103.00,"2,093.25","2,110.25","2,089.00",1.35M,0.36%
11/4/2015,2094.75,"2,102.50","2,109.75","2,090.50",1.55M,-0.39%
11/5/2015,2094.00,"2,095.50","2,104.75","2,084.00",1.54M,-0.04%
11/6/2015,2093.75,"2,094.75","2,099.00","2,077.50",1.85M,-0.01%
11/9/2015,2073.00,"2,092.00","2,097.75","2,062.00",1.86M,-0.99%
11/10/2015,2078.00,"2,072.25","2,079.00","2,064.50",1.29M,0.24%
11/11/2015,2069.00,"2,076.50","2,087.25","2,067.75",1.17M,-0.43%
11/12/2015,2040.50,"2,068.50","2,077.50","2,039.50",1.81M,-1.38%
11/13/2015,2018.50,"2,040.50","2,046.00","2,011.50",2.13M,-1.08%
11/16/2015,2048.00,"2,006.50","2,051.00","1,998.50",1.71M,1.46%
11/17/2015,2049.00,"2,047.75","2,063.50","2,041.50",1.62M,0.05%
11/18/2015,2079.75,"2,049.75","2,082.50","2,043.00",1.54M,1.50%
11/19/2015,2079.25,"2,078.25","2,089.25","2,075.25",1.28M,-0.02%
11/20/2015,2088.75,"2,078.25","2,094.50","2,076.00",1.27M,0.46%
11/23/2015,2084.25,"2,089.75","2,093.00","2,078.25",976.10K,-0.22%
11/24/2015,2084.75,"2,083.00","2,091.50","2,065.50",1.52M,0.02%
11/25/2015,2088.00,"2,084.00","2,092.50","2,082.25",746.32K,0.16%
11/26/2015,2095.75,"2,089.50","2,098.25","2,088.50",-,0.37%
11/27/2015,2090.00,"2,089.50","2,098.25","2,081.50",653.39K,-0.27%
11/30/2015,2079.75,"2,089.50","2,095.00","2,078.50",1.39M,-0.49%
12/1/2015,2100.00,"2,085.50","2,101.50","2,083.50",1.48M,0.97%
12/2/2015,2081.50,"2,099.50","2,105.00","2,075.00",1.73M,-0.88%
12/3/2015,2051.25,"2,083.25","2,095.25","2,040.00",2.66M,-1.45%
12/4/2015,2088.50,"2,053.25","2,093.00","2,046.75",2.27M,1.82%
12/7/2015,2081.00,"2,092.25","2,095.50","2,064.50",1.70M,-0.36%
12/8/2015,2058.75,"2,080.00","2,081.50","2,050.25",2.01M,-1.07%
12/9/2015,2042.00,"2,059.50","2,079.75","2,034.25",2.69M,-0.81%
12/10/2015,2049.25,"2,045.75","2,067.00","2,043.75",1.81M,0.36%
12/11/2015,2009.75,"2,050.75","2,056.25","2,005.00",1.58M,-1.93%
12/14/2015,2018.50,"2,008.00","2,028.25","1,992.25",1.27M,0.44%
12/15/2015,2045.50,"2,021.75","2,054.00","2,019.00",1.04M,1.34%
12/16/2015,2072.00,"2,046.00","2,077.00","2,040.00",575.72K,1.30%
12/17/2015,2034.25,"2,069.75","2,082.25","2,032.50",408.50K,-1.82%
12/18/2015,2029.72,"2,033.25","2,040.25","2,022.00",63.21K,-0.22%
12/21/2015,2015.00,"1,997.25","2,019.50","1,995.25",1.28M,-0.73%
12/22/2015,2036.00,"2,017.00","2,036.50","2,007.25",1.14M,1.04%
12/23/2015,2053.00,"2,034.00","2,057.75","2,030.75",1.00M,0.83%
12/24/2015,2051.25,"2,052.75","2,059.75","2,049.00",325.21K,-0.09%
12/28/2015,2048.75,"2,051.25","2,054.50","2,035.25",696.45K,-0.12%
12/29/2015,2072.75,"2,049.75","2,074.50","2,047.50",832.69K,1.17%
12/30/2015,2054.50,"2,072.00","2,075.00","2,053.50",720.60K,-0.88%
12/31/2015,2035.50,"2,055.25","2,057.75","2,030.25",1.03M,-0.92%
1/4/2016,2009.00,"2,037.75","2,043.50","1,980.25",2.22M,-1.30%
1/5/2016,2011.75,"2,009.00","2,017.00","1,992.25",1.69M,0.14%
1/6/2016,1986.00,"2,010.75","2,013.25","1,970.50",2.24M,-1.28%
1/7/2016,1933.00,"1,987.75","1,991.00","1,928.50",2.97M,-2.67%
1/8/2016,1911.50,"1,936.50","1,964.75","1,910.00",2.69M,-1.11%
1/11/2016,1914.25,"1,909.25","1,929.00","1,892.50",2.49M,0.14%
1/12/2016,1925.00,"1,913.50","1,940.25","1,899.00",2.43M,0.56%
1/13/2016,1881.50,"1,922.50","1,946.50","1,878.00",2.90M,-2.26%
1/14/2016,1914.50,"1,883.75","1,927.50","1,871.00",3.05M,1.75%
1/15/2016,1875.00,"1,913.50","1,921.00","1,849.25",3.44M,-2.06%
1/17/2016,1868.88,"1,869.75","1,873.00","1,860.00",-,-0.33%
1/18/2016,1874.25,"1,869.00","1,890.00","1,865.75",-,0.29%
1/19/2016,1873.00,"1,869.75","1,907.50","1,856.25",2.80M,-0.07%
1/20/2016,1855.00,"1,871.75","1,878.50","1,804.25",3.93M,-0.96%
1/21/2016,1861.00,"1,854.75","1,883.25","1,836.25",2.73M,0.32%
1/22/2016,1899.25,"1,858.50","1,902.25","1,855.75",2.11M,2.06%
1/25/2016,1870.25,"1,899.50","1,904.25","1,855.75",1.64M,-1.53%
1/26/2016,1896.00,"1,871.75","1,899.75","1,851.25",1.78M,1.38%
1/27/2016,1875.00,"1,885.25","1,910.00","1,864.50",2.11M,-1.11%
1/28/2016,1880.75,"1,880.00","1,902.50","1,865.75",2.25M,0.31%
1/29/2016,1930.00,"1,878.75","1,933.00","1,876.50",2.41M,2.62%
2/1/2016,1931.25,"1,929.75","1,940.00","1,912.50",1.75M,0.06%
2/2/2016,1897.50,"1,928.50","1,929.25","1,889.00",2.10M,-1.75%
2/3/2016,1908.50,"1,895.00","1,912.25","1,865.00",2.85M,0.58%
2/4/2016,1907.75,"1,907.75","1,922.25","1,890.25",2.26M,-0.04%
2/5/2016,1875.25,"1,905.25","1,914.50","1,865.75",2.32M,-1.70%
2/8/2016,1852.00,"1,876.25","1,884.50","1,821.75",2.67M,-1.24%
2/9/2016,1848.25,"1,849.75","1,863.75","1,825.75",2.79M,-0.20%
2/10/2016,1846.75,"1,850.00","1,877.75","1,838.50",2.36M,-0.08%
2/11/2016,1824.50,"1,842.25","1,847.25","1,802.50",3.20M,-1.20%
2/12/2016,1858.25,"1,827.25","1,860.75","1,822.50",2.02M,1.85%
2/14/2016,1869.50,"1,865.75","1,871.00","1,865.25",-,0.61%
2/15/2016,1883.25,"1,869.38","1,890.00","1,868.00",-,0.74%
2/16/2016,1888.75,"1,865.25","1,892.75","1,865.00",2.03M,0.29%
2/17/2016,1922.75,"1,888.25","1,928.00","1,881.50",1.85M,1.80%
2/18/2016,1916.50,"1,926.75","1,933.50","1,911.25",1.62M,-0.33%
2/19/2016,1914.50,"1,917.50","1,922.75","1,898.50",1.62M,-0.10%
2/22/2016,1936.25,"1,911.00","1,943.75","1,908.25",1.43M,1.14%
2/23/2016,1916.00,"1,934.00","1,938.00","1,913.75",1.60M,-1.05%
2/24/2016,1930.25,"1,914.00","1,933.75","1,886.75",2.32M,0.74%
2/25/2016,1950.50,"1,933.00","1,951.50","1,920.25",1.84M,1.05%
2/26/2016,1942.75,"1,949.00","1,968.75","1,941.25",1.88M,-0.40%
2/29/2016,1929.50,"1,943.00","1,956.25","1,926.50",1.83M,-0.68%
3/1/2016,1978.00,"1,928.00","1,978.50","1,920.75",2.04M,2.51%
3/2/2016,1983.50,"1,976.25","1,984.75","1,966.25",1.82M,0.28%
3/3/2016,1990.50,"1,981.75","1,992.50","1,974.75",1.56M,0.35%
3/4/2016,1995.00,"1,991.00","2,007.50","1,984.00",2.25M,0.23%
3/7/2016,1999.00,"1,994.50","2,004.50","1,984.50",1.63M,0.20%
3/8/2016,1981.00,"1,999.00","2,000.25","1,976.00",1.93M,-0.90%
3/9/2016,1989.00,"1,981.75","1,994.00","1,978.00",1.74M,0.40%
3/10/2016,1988.75,"1,990.00","2,010.25","1,967.25",2.74M,-0.01%
3/11/2016,2020.00,"1,988.50","2,022.25","1,987.50",1.22M,1.57%
3/14/2016,2018.75,"2,019.25","2,024.50","2,012.00",880.36K,-0.06%
3/15/2016,2015.75,"2,019.00","2,019.50","2,004.50",923.45K,-0.15%
3/16/2016,2027.00,"2,016.25","2,032.25","2,006.50",580.25K,0.56%
3/17/2016,2039.75,"2,026.75","2,046.75","2,015.75",479.14K,0.63%
3/18/2016,2050.07,"2,041.50","2,048.75","2,037.00",52.56K,0.51%
3/21/2016,2042.75,"2,036.50","2,044.50","2,031.00",1.28M,-0.36%
3/22/2016,2042.50,"2,043.25","2,047.50","2,028.75",1.50M,-0.01%
3/23/2016,2028.75,"2,043.00","2,045.25","2,025.25",1.56M,-0.67%
3/24/2016,2028.50,"2,028.00","2,030.25","2,012.25",1.52M,-0.01%
3/28/2016,2028.00,"2,030.25","2,039.75","2,022.00",907.83K,-0.02%
3/29/2016,2047.50,"2,027.75","2,049.25","2,019.25",1.55M,0.96%
3/30/2016,2055.25,"2,048.50","2,064.50","2,046.75",1.63M,0.38%
3/31/2016,2051.50,"2,055.50","2,059.75","2,047.25",1.74M,-0.18%
4/1/2016,2065.00,"2,052.75","2,067.00","2,035.25",2.05M,0.66%
4/4/2016,2057.50,"2,064.00","2,071.50","2,054.25",1.38M,-0.36%
4/5/2016,2038.75,"2,055.50","2,055.50","2,034.25",1.83M,-0.91%
4/6/2016,2060.25,"2,042.00","2,060.50","2,035.00",1.89M,1.05%
4/7/2016,2035.00,"2,059.75","2,062.00","2,026.00",2.05M,-1.23%
4/8/2016,2040.75,"2,034.50","2,054.25","2,030.25",1.77M,0.28%
4/11/2016,2034.50,"2,041.00","2,056.50","2,032.50",1.68M,-0.31%
4/12/2016,2055.75,"2,032.50","2,058.50","2,029.25",1.83M,1.04%
4/13/2016,2076.00,"2,055.25","2,077.00","2,054.00",1.64M,0.99%
4/14/2016,2076.50,"2,076.25","2,081.75","2,068.50",1.36M,0.02%
4/15/2016,2075.00,"2,077.75","2,080.00","2,069.50",1.23M,-0.07%
4/18/2016,2086.75,"2,064.25","2,088.75","2,058.50",1.40M,0.57%
4/19/2016,2093.75,"2,085.25","2,098.50","2,084.75",1.57M,0.34%
4/20/2016,2098.00,"2,094.25","2,105.25","2,085.75",1.46M,0.20%
4/21/2016,2082.75,"2,097.75","2,104.00","2,078.75",1.64M,-0.73%
4/22/2016,2086.00,"2,079.75","2,089.00","2,075.00",1.50M,0.16%
4/25/2016,2083.25,"2,091.50","2,091.50","2,071.00",1.28M,-0.13%
4/26/2016,2088.50,"2,084.25","2,091.25","2,079.50",1.23M,0.25%
4/27/2016,2090.75,"2,082.25","2,094.00","2,076.25",1.42M,0.11%
4/28/2016,2072.50,"2,092.50","2,094.25","2,065.25",1.94M,-0.87%
4/29/2016,2059.00,"2,073.75","2,076.00","2,045.75",2.42M,-0.65%
5/2/2016,2074.25,"2,060.75","2,077.50","2,055.50",1.31M,0.74%
5/3/2016,2057.00,"2,075.50","2,076.25","2,048.00",1.83M,-0.83%
5/4/2016,2047.00,"2,057.50","2,060.25","2,039.00",1.56M,-0.49%
5/5/2016,2044.00,"2,046.50","2,060.00","2,039.50",1.43M,-0.15%
5/6/2016,2052.75,"2,043.50","2,054.50","2,030.50",1.81M,0.43%
5/9/2016,2054.25,"2,053.00","2,059.75","2,048.25",1.37M,0.07%
5/10/2016,2077.50,"2,054.00","2,079.75","2,048.00",1.42M,1.13%
5/11/2016,2058.00,"2,077.25","2,078.75","2,057.50",1.47M,-0.94%
5/12/2016,2058.75,"2,059.00","2,072.75","2,048.50",1.80M,0.04%
5/13/2016,2043.50,"2,059.25","2,063.50","2,038.50",1.88M,-0.74%
5/16/2016,2062.75,"2,041.25","2,068.50","2,035.00",1.42M,0.94%
5/17/2016,2043.50,"2,062.00","2,069.50","2,036.75",1.99M,-0.93%
5/18/2016,2041.50,"2,043.75","2,057.75","2,030.75",2.09M,-0.10%
5/19/2016,2038.75,"2,043.50","2,044.75","2,022.00",2.06M,-0.13%
5/20/2016,2050.00,"2,038.75","2,055.50","2,037.25",1.58M,0.55%
5/23/2016,2045.25,"2,053.25","2,056.00","2,043.50",1.18M,-0.23%
5/24/2016,2075.00,"2,045.00","2,077.25","2,041.25",1.60M,1.45%
5/25/2016,2087.25,"2,075.00","2,092.50","2,073.50",1.44M,0.59%
5/26/2016,2089.75,"2,088.75","2,091.75","2,082.50",968.44K,0.12%
5/27/2016,2097.25,"2,090.50","2,098.75","2,088.00",1.04M,0.36%
5/29/2016,2101.50,"2,099.62","2,103.25","2,099.50",-,0.20%
5/30/2016,2101.25,"2,101.25","2,103.75","2,099.75",-,-0.01%
5/31/2016,2095.00,"2,100.00","2,103.75","2,086.00",1.63M,-0.30%
6/1/2016,2098.00,"2,094.00","2,099.25","2,083.25",1.32M,0.14%
6/2/2016,2103.75,"2,096.75","2,104.75","2,086.75",1.30M,0.27%
6/3/2016,2097.75,"2,103.50","2,106.00","2,082.75",1.75M,-0.29%
6/6/2016,2108.25,"2,097.50","2,112.25","2,094.00",1.27M,0.50%
6/7/2016,2110.25,"2,108.25","2,118.00","2,106.50",1.13M,0.09%
6/8/2016,2118.00,"2,110.25","2,119.75","2,106.50",1.31M,0.37%
6/9/2016,2114.25,"2,117.75","2,118.50","2,106.25",1.64M,-0.18%
6/10/2016,2096.25,"2,113.75","2,114.00","2,088.50",1.24M,-0.85%
6/13/2016,2078.75,"2,089.25","2,098.25","2,075.75",1.22M,-0.83%
6/14/2016,2074.50,"2,077.00","2,081.75","2,063.25",1.16M,-0.20%
6/15/2016,2071.75,"2,072.75","2,086.25","2,068.75",609.85K,-0.13%
6/16/2016,2079.25,"2,070.50","2,080.00","2,050.00",426.22K,0.36%
6/17/2016,2079.12,"2,077.75","2,083.00","2,073.75",52.55K,-0.01%
6/20/2016,2074.25,"2,071.00","2,092.50","2,070.25",1.59M,-0.23%
6/21/2016,2080.50,"2,079.00","2,086.00","2,074.00",1.39M,0.30%
6/22/2016,2076.75,"2,079.25","2,091.25","2,075.25",1.40M,-0.18%
6/23/2016,2105.75,"2,083.00","2,113.25","2,083.00",1.31M,1.40%
6/24/2016,2018.50,"2,115.75","2,119.50","1,999.00",4.14M,-4.14%
6/27/2016,1985.00,"2,013.75","2,022.50","1,981.50",2.97M,-1.66%
6/28/2016,2028.50,"1,982.50","2,029.75","1,982.25",2.27M,2.19%
6/29/2016,2066.75,"2,028.25","2,074.75","2,022.75",2.05M,1.89%
6/30/2016,2090.25,"2,072.25","2,091.25","2,056.50",2.30M,1.14%
7/1/2016,2096.25,"2,086.50","2,100.75","2,081.50",1.65M,0.29%
7/3/2016,2094.25,"2,099.25","2,099.75","2,094.25",-,-0.10%
7/4/2016,2096.88,"2,094.50","2,104.75","2,094.25",-,0.13%
7/5/2016,2082.75,"2,099.75","2,104.75","2,072.50",1.86M,-0.67%
7/6/2016,2094.00,"2,084.00","2,094.50","2,065.75",2.05M,0.54%
7/7/2016,2092.00,"2,092.00","2,102.00","2,081.75",1.67M,-0.10%
7/8/2016,2120.50,"2,092.00","2,125.50","2,087.50",1.94M,1.36%
7/11/2016,2130.25,"2,120.25","2,136.75","2,120.00",1.46M,0.46%
7/12/2016,2145.75,"2,130.75","2,149.25","2,128.50",1.69M,0.73%
7/13/2016,2146.00,"2,145.75","2,152.25","2,139.50",1.61M,0.01%
7/14/2016,2157.25,"2,145.25","2,168.00","2,142.75",1.78M,0.52%
7/15/2016,2152.75,"2,156.50","2,164.75","2,143.25",1.49M,-0.21%
7/18/2016,2160.00,"2,154.50","2,163.25","2,152.75",1.19M,0.34%
7/19/2016,2158.75,"2,160.00","2,160.75","2,151.25",1.15M,-0.06%
7/20/2016,2167.50,"2,159.00","2,169.75","2,155.25",1.13M,0.41%
7/21/2016,2158.00,"2,168.25","2,170.25","2,153.50",1.30M,-0.44%
7/22/2016,2167.50,"2,159.00","2,169.25","2,156.00",1.12M,0.44%
7/25/2016,2162.25,"2,167.75","2,172.50","2,155.75",1.26M,-0.24%
7/26/2016,2163.25,"2,162.75","2,168.00","2,153.75",1.60M,0.05%
7/27/2016,2160.50,"2,166.00","2,169.25","2,152.00",1.63M,-0.13%
7/28/2016,2164.75,"2,162.75","2,168.50","2,153.50",1.62M,0.20%
7/29/2016,2168.25,"2,165.50","2,171.75","2,157.50",1.69M,0.16%
8/1/2016,2164.50,"2,174.00","2,177.75","2,159.75",1.65M,-0.17%
8/2/2016,2152.75,"2,166.00","2,171.00","2,141.50",1.96M,-0.54%
8/3/2016,2157.00,"2,152.25","2,158.25","2,145.25",1.36M,0.20%
8/4/2016,2159.25,"2,156.75","2,164.25","2,154.00",1.24M,0.10%
8/5/2016,2176.75,"2,159.50","2,178.50","2,159.25",1.36M,0.81%
8/8/2016,2175.50,"2,176.00","2,183.00","2,173.25",938.62K,-0.06%
8/9/2016,2177.50,"2,176.00","2,183.50","2,173.75",1.19M,0.09%
8/10/2016,2172.75,"2,178.00","2,181.50","2,167.75",1.37M,-0.22%
8/11/2016,2181.75,"2,172.50","2,185.25","2,170.00",1.33M,0.41%
8/12/2016,2180.25,"2,181.75","2,184.00","2,175.50",1.27M,-0.07%
8/15/2016,2186.00,"2,180.75","2,190.75","2,180.50",1.09M,0.26%
8/16/2016,2176.75,"2,186.00","2,186.25","2,175.25",1.39M,-0.42%
8/17/2016,2179.75,"2,177.50","2,182.00","2,165.50",1.70M,0.14%
8/18/2016,2183.50,"2,180.75","2,184.50","2,176.25",1.20M,0.17%
8/19/2016,2181.75,"2,183.50","2,184.25","2,172.50",1.43M,-0.08%
8/22/2016,2181.50,"2,181.75","2,184.50","2,173.50",1.54M,-0.01%
8/23/2016,2185.25,"2,180.75","2,191.50","2,179.25",1.13M,0.17%
8/24/2016,2175.00,"2,185.75","2,187.75","2,168.75",1.51M,-0.47%
8/25/2016,2173.50,"2,175.00","2,177.25","2,167.50",1.50M,-0.07%
8/26/2016,2168.50,"2,174.00","2,186.75","2,157.50",2.54M,-0.23%
8/29/2016,2179.25,"2,167.75","2,182.25","2,164.50",1.25M,0.50%
8/30/2016,2175.25,"2,180.00","2,181.50","2,168.50",1.37M,-0.18%
8/31/2016,2169.50,"2,175.75","2,176.25","2,159.50",1.86M,-0.26%
9/1/2016,2167.25,"2,169.00","2,177.25","2,154.75",1.94M,-0.10%
9/2/2016,2178.00,"2,166.25","2,183.75","2,164.25",1.70M,0.50%
9/4/2016,2180.75,"2,178.75","2,181.75","2,178.25",-,0.13%
9/5/2016,2178.00,"2,180.75","2,182.25","2,175.00",-,-0.13%
9/6/2016,2184.50,"2,179.25","2,186.25","2,173.00",1.63M,0.30%
9/7/2016,2184.50,"2,185.25","2,186.75","2,177.50",1.46M,0.00%
9/8/2016,2177.50,"2,184.50","2,189.25","2,175.75",2.11M,-0.32%
9/9/2016,2122.75,"2,177.25","2,178.25","2,119.75",2.07M,-2.51%
9/12/2016,2158.50,"2,121.75","2,162.75","2,107.00",1.45M,1.68%
9/13/2016,2128.75,"2,156.25","2,157.50","2,119.00",1.20M,-1.38%
9/14/2016,2120.25,"2,131.75","2,141.25","2,118.75",661.16K,-0.40%
9/15/2016,2145.00,"2,121.75","2,151.50","2,114.75",398.40K,1.17%
9/16/2016,2139.96,"2,143.75","2,144.25","2,135.50",57.78K,-0.23%
9/19/2016,2133.00,"2,132.25","2,146.75","2,127.75",1.53M,-0.33%
9/20/2016,2131.00,"2,133.75","2,143.50","2,129.00",1.39M,-0.09%
9/21/2016,2156.25,"2,130.00","2,157.50","2,126.25",1.83M,1.18%
9/22/2016,2168.25,"2,156.25","2,172.75","2,152.75",1.52M,0.56%
9/23/2016,2158.00,"2,168.25","2,169.50","2,156.00",1.45M,-0.47%
9/26/2016,2139.75,"2,156.25","2,159.50","2,136.75",1.60M,-0.85%
9/27/2016,2152.75,"2,139.25","2,154.00","2,132.75",1.66M,0.61%
9/28/2016,2163.25,"2,152.00","2,165.25","2,144.00",1.73M,0.49%
9/29/2016,2148.50,"2,162.25","2,167.00","2,137.25",2.31M,-0.68%
9/30/2016,2160.50,"2,145.75","2,168.25","2,135.75",1.99M,0.56%
10/3/2016,2153.25,"2,158.75","2,164.00","2,146.75",1.41M,-0.34%
10/4/2016,2144.75,"2,153.75","2,159.75","2,136.00",2.14M,-0.39%
10/5/2016,2153.25,"2,144.25","2,158.00","2,141.00",1.37M,0.40%
10/6/2016,2156.50,"2,153.25","2,157.25","2,143.25",1.21M,0.15%
10/7/2016,2146.50,"2,155.25","2,161.50","2,138.00",1.96M,-0.46%
10/10/2016,2159.00,"2,152.00","2,163.50","2,148.50",952.87K,0.58%
10/11/2016,2134.50,"2,159.50","2,160.75","2,121.75",2.24M,-1.13%
10/12/2016,2131.50,"2,133.00","2,140.75","2,126.25",1.48M,-0.14%
10/13/2016,2126.25,"2,127.75","2,132.25","2,107.75",2.20M,-0.25%
10/14/2016,2127.00,"2,126.25","2,143.25","2,122.25",1.84M,0.04%
10/17/2016,2123.00,"2,126.25","2,130.00","2,116.75",1.25M,-0.19%
10/18/2016,2132.00,"2,122.50","2,139.75","2,120.25",1.14M,0.42%
10/19/2016,2138.00,"2,131.50","2,142.50","2,126.50",948.48K,0.28%
10/20/2016,2137.00,"2,137.50","2,144.50","2,126.75",1.61M,-0.05%
10/21/2016,2134.75,"2,136.00","2,138.50","2,123.25",1.41M,-0.11%
10/24/2016,2144.25,"2,137.00","2,149.00","2,134.75",1.01M,0.45%
10/25/2016,2138.00,"2,144.75","2,149.75","2,135.25",1.20M,-0.29%
10/26/2016,2134.00,"2,135.25","2,140.00","2,124.75",1.55M,-0.19%
10/27/2016,2123.50,"2,133.75","2,143.75","2,122.50",1.80M,-0.49%
10/28/2016,2123.75,"2,127.25","2,135.25","2,112.50",2.39M,0.01%
10/31/2016,2120.00,"2,120.00","2,130.50","2,114.75",1.37M,-0.18%
11/1/2016,2103.75,"2,123.50","2,129.50","2,091.00",2.26M,-0.77%
11/2/2016,2092.25,"2,102.25","2,106.50","2,087.25",2.01M,-0.55%
11/3/2016,2083.50,"2,088.25","2,098.75","2,079.75",1.80M,-0.42%
11/4/2016,2080.00,"2,084.00","2,094.25","2,078.75",2.08M,-0.17%
11/7/2016,2129.00,"2,106.00","2,130.75","2,102.75",1.76M,2.36%
